Student_ID,Age,GPA,Attendance_Rate,Assignment_Avg,Exam_Score,LMS_Login_Frequency,Video_Engagement_Time,Forum_Interactions,Engagement_Score,Stress_Level_Index,Dropout_Risk
STD01354,17,8.21,75.83,46.31,87.18,15,3.13,15,0.66,0.59,0
STD01355,22,5.22,64.23,81.3,50.53,20,4.04,5,0.95,0.76,0
STD01356,24,7.92,75.86,49.51,37.72,20,12.58,3,0.21,0.66,0
STD01357,18,8.91,92.41,87.26,75.55,15,9.41,2,0.66,0.78,0
STD01358,18,4.3,84.26,58.66,71.56,10,13.74,5,0.77,0.75,0
STD01359,20,9.47,64.5,59.61,61.14,24,3.86,3,0.8,0.72,0
STD01360,19,4.18,60.07,40.65,76.85,14,2.26,17,0.92,0.84,0
STD01361,20,6.14,63.26,82.06,70.79,10,0.59,5,0.2,0.68,0
STD01362,23,4.09,58.49,46.8,51.29,17,7.86,4,0.2,0.46,1
STD01363,17,4.46,54.78,86.37,60.85,21,14.98,8,0.58,0.52,0
STD01364,22,9.47,70.96,69.51,62.83,14,10.58,10,0.22,0.75,0
STD01365,19,6.13,55.66,87.06,92.22,2,4.97,5,0.98,0.89,0
STD01366,23,6.55,58.6,75.04,97.46,16,13.21,15,0.38,0.34,0
STD01367,18,5.29,77.37,44.95,93.05,13,11.83,18,0.58,0.41,0
STD01368,18,7.58,58.23,85.94,81.75,9,0.72,10,0.25,0.94,0
STD01369,20,7.57,53.19,44.19,73.02,7,12.34,14,0.62,0.62,0
STD01370,17,6.23,65.87,68.72,79.8,16,4.86,8,0.5,0.26,0
STD01371,19,6.0,61.02,50.34,96.04,10,2.67,18,0.24,0.7,0
STD01372,25,9.31,75.77,85.14,51.25,24,3.78,18,0.47,0.99,0
STD01373,23,6.3,55.12,94.7,69.78,22,7.29,8,0.51,0.84,0
STD01374,23,6.96,87.59,73.25,79.82,9,6.66,3,0.99,0.77,0
STD01375,20,5.7,95.31,71.63,79.15,22,4.69,9,0.37,0.29,0
STD01376,18,8.72,87.17,85.84,51.4,23,3.0,8,0.64,0.89,0
STD01377,20,6.38,76.64,40.3,73.14,7,11.55,18,0.99,0.57,0
STD01378,22,7.08,93.03,95.07,86.73,16,14.86,14,0.83,0.9,0
STD01379,19,5.52,84.75,51.85,65.88,9,11.78,18,0.99,0.4,0
STD01380,17,9.93,50.53,99.05,86.56,24,4.79,1,0.97,0.16,0
STD01381,24,5.75,69.7,84.18,58.39,17,4.05,9,0.59,0.53,0
STD01382,21,8.62,92.55,86.46,96.02,20,3.66,18,0.76,0.34,0
STD01383,21,6.56,67.29,79.37,69.71,7,2.48,16,0.29,0.74,0
STD01384,20,5.24,51.76,68.3,73.74,11,8.49,19,0.55,0.96,0
STD01385,22,8.8,87.31,74.3,37.04,8,9.28,1,0.85,0.72,0
STD01386,19,6.0,90.1,42.78,46.07,7,10.73,18,0.6,0.9,0
STD01387,25,9.19,58.03,77.44,76.14,19,10.36,16,0.76,0.51,0
STD01388,21,9.49,76.87,77.57,62.29,20,4.74,17,0.8,0.79,0
STD01389,19,9.16,59.6,93.47,68.03,12,5.29,16,0.4,0.86,0
STD01390,17,4.21,85.96,70.34,39.09,7,10.38,1,0.9,0.74,0
STD01391,22,8.72,63.58,44.63,89.22,8,5.57,18,0.57,0.56,0
STD01392,18,6.47,65.81,58.37,85.99,7,3.58,0,0.37,0.66,0
STD01393,19,9.24,92.25,79.34,47.05,6,5.93,10,0.89,0.73,0
STD01394,17,7.83,73.82,54.36,76.23,9,4.45,9,0.53,0.33,0
STD01395,25,9.0,83.49,56.83,88.19,13,1.78,4,0.8,0.83,0
STD01396,24,7.0,70.12,89.23,76.66,7,12.54,15,0.64,0.96,0
STD01397,18,7.21,64.9,75.06,55.18,8,12.87,4,0.51,0.52,0
STD01398,24,4.87,81.27,70.51,77.65,22,3.69,11,0.85,0.73,0
STD01399,25,8.7,57.74,59.11,48.68,17,1.44,3,0.67,0.76,0
STD01400,17,6.52,68.65,83.86,55.69,17,11.21,5,0.51,0.7,0
STD01401,21,7.0,60.45,57.26,50.6,16,3.57,18,0.29,0.59,0
STD01402,24,8.71,84.79,84.22,71.2,22,6.2,8,0.92,0.89,0
STD01403,18,7.59,97.21,44.21,42.03,2,1.43,11,0.23,0.5,0
STD01404,20,5.21,99.78,91.87,95.67,8,3.78,14,0.89,0.15,0
STD01405,23,7.54,72.51,69.97,56.68,17,12.0,15,0.49,0.86,0
STD01406,19,6.45,62.63,66.31,49.23,13,12.16,12,0.71,0.71,0
STD01407,21,6.82,72.14,76.66,67.28,18,3.5,6,0.94,0.86,0
STD01408,24,4.17,92.36,77.45,53.0,24,5.37,19,0.32,0.22,0
STD01409,19,5.26,60.3,47.92,69.77,22,2.45,3,0.65,0.13,0
STD01410,20,5.69,97.6,85.37,57.65,10,1.58,10,0.81,0.94,0
STD01411,25,8.28,67.09,56.56,43.58,2,14.89,7,0.81,0.23,0
STD01412,23,4.07,99.29,94.3,52.28,2,10.01,5,0.62,0.83,0
STD01413,17,6.45,91.93,89.07,63.5,14,8.36,9,0.7,0.84,0
STD01414,20,9.54,90.43,60.78,36.97,16,11.6,6,0.81,0.74,0
STD01415,20,4.67,65.9,88.46,85.09,7,12.68,6,0.87,0.22,0
STD01416,25,7.1,50.44,61.38,75.42,21,12.2,3,0.81,0.7,0
STD01417,22,8.72,69.11,46.06,74.09,21,0.74,2,0.48,0.9,0
STD01418,25,9.66,65.09,97.71,70.49,24,3.21,6,1.0,0.48,0
STD01419,22,8.48,51.87,79.16,73.37,12,10.0,3,0.55,0.47,0
STD01420,22,8.32,75.27,67.37,95.75,23,5.95,12,0.22,0.5,0
STD01421,21,8.96,70.15,63.87,35.56,14,14.75,19,0.49,0.17,0
STD01422,21,6.68,81.73,59.48,38.11,4,10.15,16,0.3,0.9,0
STD01423,18,8.84,81.06,98.89,47.45,4,14.37,6,0.3,0.88,0
STD01424,24,4.05,56.04,48.08,45.87,18,3.42,16,0.43,1.0,1
STD01425,24,9.55,98.85,58.89,46.78,3,13.03,3,0.24,0.63,0
STD01426,17,6.66,59.35,69.13,78.68,1,5.16,10,0.75,0.78,0
STD01427,24,7.32,72.26,68.68,64.87,17,14.85,2,0.26,0.28,0
STD01428,21,5.53,74.41,68.28,99.47,7,2.79,10,0.36,0.7,0
STD01429,18,8.46,90.65,50.55,49.75,16,7.99,2,0.27,0.68,0
STD01430,18,4.46,54.96,48.7,55.2,5,12.0,11,0.25,0.91,1
STD01431,22,9.24,71.43,55.29,98.98,19,6.77,0,0.41,0.85,0
STD01432,25,8.97,81.43,94.87,89.06,7,7.29,3,0.66,0.94,0
STD01433,17,5.3,60.76,46.78,65.54,14,14.8,13,0.97,0.88,0
STD01434,22,8.86,81.37,85.45,71.05,2,6.67,0,0.9,0.88,0
STD01435,25,8.72,96.18,85.45,89.81,3,9.26,13,0.9,0.16,0
STD01436,24,7.79,99.88,88.59,66.26,17,1.29,12,0.34,0.86,0
STD01437,22,6.24,51.62,93.2,48.39,16,12.71,12,0.41,0.65,0
STD01438,19,5.63,61.78,55.78,88.85,8,9.9,14,0.26,0.44,1
STD01439,24,5.39,65.52,53.47,69.96,18,6.36,16,0.82,0.15,0
STD01440,25,5.91,69.96,67.93,44.95,15,0.73,11,0.26,0.71,1
STD01441,17,9.42,62.11,55.91,67.86,7,9.08,13,0.65,0.4,0
STD01442,25,4.47,60.17,84.06,61.86,9,0.68,11,0.4,0.52,1
STD01443,22,8.97,97.73,78.16,91.99,6,0.52,17,0.39,0.71,0
STD01444,22,6.09,95.93,92.5,43.19,18,9.43,3,0.99,0.92,0
STD01445,20,7.13,52.35,44.96,91.89,18,3.24,13,0.81,0.84,0
STD01446,17,8.77,66.94,94.91,68.29,24,3.28,18,0.87,0.51,0
STD01447,24,9.31,70.26,57.6,61.28,14,9.97,12,0.66,0.45,0
STD01448,18,6.07,61.95,69.44,45.53,14,1.28,17,0.9,0.32,0
STD01449,17,6.77,81.44,66.32,80.55,14,5.04,10,0.72,0.44,0
STD01450,18,6.49,82.02,85.62,95.24,4,2.67,5,0.96,0.2,0
STD01451,17,4.08,92.53,65.22,59.4,4,8.91,8,0.43,0.97,0
STD01452,17,5.78,87.04,96.61,50.7,15,10.1,11,0.68,0.62,0
STD01453,25,6.76,77.13,94.15,71.07,15,10.96,18,0.75,0.22,0
STD01454,17,6.47,82.68,92.33,86.75,18,4.2,13,0.51,0.42,0
STD01455,20,8.33,63.7,44.28,35.24,14,1.79,14,0.9,0.59,0
STD01456,22,6.31,79.65,91.26,76.04,1,1.64,10,0.98,0.58,0
STD01457,23,6.94,74.46,86.9,73.77,10,6.68,5,0.6,0.13,0
STD01458,18,6.58,56.67,46.21,55.68,20,14.21,13,0.51,0.96,0
STD01459,22,8.44,62.13,46.44,64.34,10,3.66,2,0.58,0.35,0
STD01460,23,9.18,64.58,46.07,51.05,10,4.22,18,0.88,0.11,0
STD01461,18,7.19,96.22,40.68,86.34,24,1.96,19,0.72,0.17,0
STD01462,18,8.74,61.52,72.92,76.24,2,9.28,10,0.24,0.62,0
STD01463,23,5.78,64.46,98.4,69.63,8,10.36,16,0.63,0.22,0
STD01464,17,7.25,68.47,66.32,60.51,1,9.82,16,0.21,0.14,0
STD01465,24,6.07,83.19,72.45,53.94,1,12.99,2,0.82,0.44,0
STD01466,19,6.49,55.91,98.08,88.48,4,7.55,13,0.46,0.66,0
STD01467,22,8.39,97.7,55.31,64.34,7,2.45,6,0.58,0.2,0
STD01468,25,9.29,93.28,91.51,67.59,9,4.7,18,0.84,0.38,0
STD01469,22,4.73,78.86,72.78,68.85,16,10.11,2,0.24,0.48,0
STD01470,25,7.81,83.7,74.17,64.14,5,9.39,1,0.33,0.24,0
STD01471,23,7.49,50.83,60.59,51.65,2,8.2,16,0.52,0.56,0
STD01472,25,4.71,66.95,73.7,42.82,23,10.4,8,0.38,0.18,1
STD01473,18,5.27,89.78,44.39,41.4,11,9.74,5,0.47,0.14,0
STD01474,24,5.87,53.87,85.88,84.24,18,13.28,8,1.0,0.57,0
STD01475,24,5.0,64.12,57.08,49.53,19,9.0,4,0.86,0.32,0
STD01476,18,5.46,79.26,93.26,38.62,13,11.79,1,0.91,0.19,0
STD01477,20,5.61,62.82,62.07,86.84,24,4.11,14,0.95,0.48,0
STD01478,23,6.01,96.7,48.57,45.01,11,10.33,8,0.47,0.92,0
STD01479,20,8.5,56.55,81.75,75.63,20,13.58,18,0.44,0.75,0
STD01480,20,7.43,89.87,49.87,57.01,19,6.09,9,0.39,0.83,0
STD01481,22,9.92,75.4,85.22,43.22,17,11.8,3,0.86,0.88,0
STD01482,22,6.49,87.52,98.09,61.94,5,11.01,9,0.74,0.98,0
STD01483,19,8.52,65.54,86.77,35.96,13,1.36,7,0.39,0.79,0
STD01484,25,9.23,75.72,41.35,89.67,20,8.93,12,0.5,0.65,0
STD01485,18,8.07,92.84,75.99,68.38,1,2.39,6,0.61,0.43,0
STD01486,22,6.47,73.34,81.72,44.05,10,14.53,6,0.62,0.26,0
STD01487,23,8.52,67.99,89.53,50.4,8,12.27,3,0.91,0.72,0
STD01488,25,5.22,76.81,43.36,64.12,24,2.09,14,0.5,1.0,0
STD01489,19,5.97,85.87,68.81,47.28,8,2.27,11,0.93,0.52,0
STD01490,19,7.28,72.18,72.12,52.46,19,9.12,15,0.55,0.75,0
STD01491,23,7.45,96.94,50.15,69.74,6,5.5,5,0.8,0.55,0
STD01492,20,4.13,64.75,59.35,89.12,12,1.01,8,0.94,0.49,0
STD01493,24,9.67,73.77,66.41,61.12,7,8.35,2,0.93,0.47,0
STD01494,23,8.18,87.85,89.99,81.6,16,6.12,7,0.25,0.55,0
STD01495,21,6.97,84.46,95.76,91.98,9,1.97,6,0.36,0.43,0
STD01496,23,9.6,93.18,77.71,49.06,21,12.13,3,0.58,0.77,0
STD01497,19,6.63,99.84,63.7,87.47,22,13.77,12,0.55,0.89,0
STD01498,18,9.88,71.34,55.24,84.23,10,11.47,18,0.71,0.89,0
STD01499,22,7.07,55.56,98.93,58.2,10,12.43,6,0.96,0.3,0
STD01500,18,4.69,51.52,98.98,99.32,10,3.64,9,0.29,0.91,1
STD01501,19,8.59,86.34,95.5,52.07,20,4.32,11,0.56,0.41,0
STD01502,22,8.07,93.7,87.14,51.56,16,3.52,2,0.35,0.38,0
STD01503,21,8.64,61.04,59.55,85.2,1,11.59,11,0.92,0.75,0
STD01504,24,9.71,57.92,89.02,63.25,17,14.24,18,0.97,0.37,0
STD01505,25,8.66,53.11,64.53,56.5,21,10.89,14,0.58,0.15,0
STD01506,19,7.67,91.14,59.61,46.61,14,13.28,7,0.28,0.44,0
STD01507,19,9.14,65.57,84.69,84.75,19,9.76,11,0.83,0.75,0
STD01508,19,8.04,70.08,44.78,86.11,21,6.12,19,0.76,0.39,0
STD01509,22,6.45,75.14,42.91,71.83,21,6.67,5,0.48,0.67,0
STD01510,17,9.31,91.97,66.88,97.23,17,1.59,9,0.91,0.69,0
STD01511,23,5.33,82.54,66.74,55.68,14,0.96,1,0.98,0.76,0
STD01512,17,8.29,80.75,93.74,49.28,8,10.58,12,0.65,0.91,0
STD01513,21,9.29,58.78,47.57,79.04,21,6.86,6,0.65,0.49,0
STD01514,24,8.39,75.66,47.4,84.3,21,8.51,7,0.44,0.25,0
STD01515,20,8.18,85.77,48.85,49.62,9,8.59,15,0.67,0.39,0
STD01516,21,8.52,98.66,41.78,39.98,8,4.52,10,0.55,0.49,0
STD01517,20,6.79,60.07,44.3,87.68,13,7.4,3,0.44,0.74,0
STD01518,20,9.25,50.48,79.59,98.47,17,7.33,16,0.25,0.11,0
STD01519,24,5.22,53.77,65.9,76.9,19,6.13,15,0.4,0.38,1
STD01520,18,4.76,68.79,85.82,53.06,7,12.4,18,0.36,0.8,1
STD01521,17,5.71,91.03,99.56,99.78,17,7.04,10,0.63,0.7,0
STD01522,19,7.19,50.36,79.54,93.06,1,9.25,6,0.68,0.76,0
STD01523,25,7.06,72.84,43.03,68.37,5,13.49,12,0.69,0.83,0
STD01524,20,8.92,66.46,46.27,88.65,6,13.06,18,0.51,0.8,0
STD01525,21,6.43,52.62,92.86,88.03,2,13.41,16,0.54,0.71,0
STD01526,18,6.91,72.51,71.65,95.76,16,4.42,12,0.87,0.5,0
STD01527,20,4.08,62.74,89.49,89.66,22,1.01,11,0.58,0.99,0
STD01528,18,6.46,67.59,91.4,76.84,5,4.29,6,0.99,0.61,0
STD01529,18,7.89,85.28,95.66,74.6,5,4.54,0,0.55,0.28,0
STD01530,20,4.09,76.08,96.99,65.38,12,13.69,0,0.72,0.36,0
STD01531,22,5.69,56.23,73.29,75.72,3,9.91,19,0.24,0.72,1
STD01532,23,5.25,98.07,60.46,86.69,16,1.68,13,0.72,0.93,0
STD01533,19,4.25,81.8,97.71,97.99,6,2.46,14,0.88,0.26,0
STD01534,19,6.88,88.29,72.84,65.37,15,2.76,10,0.95,0.17,0
STD01535,22,5.09,53.96,43.86,72.29,15,9.64,8,1.0,0.89,0
STD01536,19,8.46,52.35,78.57,63.91,16,11.16,16,0.43,0.92,0
STD01537,18,9.09,50.97,75.26,78.45,20,12.96,3,0.66,0.35,0
STD01538,24,7.27,59.44,93.75,75.94,13,14.14,19,0.56,0.44,0
STD01539,21,9.89,70.72,79.19,36.16,12,3.42,18,0.65,0.69,0
STD01540,17,6.7,96.79,60.94,70.18,10,4.99,6,0.33,0.4,0
STD01541,19,7.08,72.85,97.97,40.75,14,3.98,0,0.88,0.89,0
STD01542,24,9.94,64.51,88.1,36.71,2,5.7,8,0.93,0.2,0
STD01543,20,5.39,78.1,77.83,86.43,3,13.76,12,0.56,0.13,0
STD01544,23,9.66,55.6,57.58,51.81,9,8.84,1,0.42,0.29,0
STD01545,18,4.26,80.48,62.41,57.14,11,11.2,1,0.31,0.36,0
STD01546,23,6.68,78.42,80.2,39.17,11,7.61,14,0.75,0.2,0
STD01547,21,4.42,89.6,44.32,46.67,22,0.92,16,0.45,0.16,0
STD01548,21,8.38,99.33,55.4,84.76,10,1.43,12,0.93,0.78,0
STD01549,22,7.65,62.54,82.83,67.08,14,8.3,6,0.74,0.25,0
STD01550,25,8.24,75.48,68.8,92.24,9,10.92,8,0.72,0.92,0
STD01551,22,6.25,95.44,64.14,60.82,20,3.62,11,0.65,0.43,0
STD01552,24,6.22,89.26,49.09,52.47,21,10.97,2,0.24,0.7,0
STD01553,23,4.27,74.37,66.51,57.59,10,12.25,14,0.95,0.3,0
STD01554,25,6.1,97.27,86.24,81.33,22,6.47,6,0.7,0.32,0
STD01555,20,9.58,52.86,55.84,71.08,9,11.32,0,1.0,0.62,0
STD01556,18,6.28,96.55,40.32,93.77,5,6.36,13,0.63,0.6,0
STD01557,23,8.99,52.53,80.11,74.14,8,10.34,18,0.77,0.79,0
STD01558,22,9.05,77.37,98.36,67.05,11,11.58,15,0.24,0.78,0
STD01559,17,6.24,94.52,76.41,86.07,1,14.88,9,0.71,0.7,0
STD01560,25,7.79,63.14,47.2,96.59,21,5.51,0,0.81,0.5,0
STD01561,25,4.57,73.61,59.24,58.13,10,6.46,4,0.82,0.9,0
STD01562,18,4.62,66.22,92.06,51.24,1,2.9,2,0.82,0.66,0
STD01563,19,4.29,97.61,53.95,75.05,22,3.46,16,0.38,0.99,0
STD01564,21,7.49,91.18,76.46,67.43,7,10.55,17,0.98,0.84,0
STD01565,21,6.56,85.45,64.16,99.3,14,13.8,18,1.0,0.14,0
STD01566,17,7.29,79.38,52.47,65.05,5,6.22,17,0.26,0.39,0
STD01567,24,7.13,91.03,88.8,39.83,17,3.11,15,0.95,0.61,0
STD01568,24,6.1,69.61,84.57,98.53,22,4.63,1,0.43,0.75,0
STD01569,20,8.06,72.38,79.7,89.83,21,7.1,14,0.75,0.6,0
STD01570,23,8.55,86.5,54.18,46.59,6,4.71,12,0.47,0.81,0
STD01571,19,4.09,67.89,45.87,93.8,16,3.89,12,0.97,0.35,0
STD01572,22,5.24,53.2,74.57,57.14,11,11.17,15,0.28,0.27,1
STD01573,25,8.28,53.72,73.22,59.51,10,0.61,7,0.6,0.15,0
STD01574,17,6.32,55.77,51.3,93.92,15,8.32,10,0.54,0.62,0
STD01575,21,7.97,93.48,43.37,69.46,7,12.01,7,0.46,0.72,0
STD01576,20,6.08,73.61,44.84,43.95,23,4.36,9,0.72,0.39,0
STD01577,24,6.34,85.64,99.57,58.99,2,9.25,0,0.3,0.65,0
STD01578,17,4.95,69.65,87.02,81.94,12,10.2,11,0.77,0.15,0
STD01579,25,5.55,62.94,95.32,46.32,19,10.0,8,0.98,0.19,0
STD01580,22,7.63,67.36,51.7,73.37,12,6.96,4,0.84,0.73,0
STD01581,20,6.6,89.71,97.63,80.19,16,5.53,8,0.89,0.43,0
STD01582,25,8.65,81.26,48.56,57.35,6,12.62,15,0.49,0.7,0
STD01583,21,9.12,96.88,70.54,80.1,3,11.5,17,0.46,0.85,0
STD01584,21,7.25,83.99,89.78,92.47,2,5.16,7,0.61,0.87,0
STD01585,21,8.55,78.51,60.99,65.69,20,1.99,10,0.24,0.25,0
STD01586,17,5.84,80.51,65.49,59.89,5,1.54,19,0.96,0.54,0
STD01587,17,6.49,97.12,47.69,51.33,11,1.87,18,0.32,0.76,0
STD01588,24,8.28,89.41,47.38,74.27,3,8.95,3,0.92,0.8,0
STD01589,24,6.32,51.2,77.17,92.19,3,1.25,19,0.27,0.81,0
STD01590,22,7.53,76.71,80.53,56.1,22,5.39,9,0.86,0.31,0
STD01591,20,5.11,84.42,86.64,60.76,5,11.42,12,0.32,0.27,0
STD01592,18,7.6,87.43,73.4,61.43,22,4.77,19,0.23,0.63,0
STD01593,18,9.17,60.66,78.75,71.45,23,11.57,13,0.78,0.77,0
STD01594,25,9.21,93.36,40.81,49.85,11,11.31,1,0.42,0.39,0
STD01595,21,8.35,97.79,49.73,88.44,3,4.06,3,0.77,0.19,0
STD01596,20,8.47,61.84,99.09,54.21,13,11.07,6,0.64,0.75,0
STD01597,17,7.35,94.13,44.56,80.85,21,11.34,18,0.29,0.37,0
STD01598,23,7.51,54.85,80.73,68.36,8,6.26,16,0.95,0.25,0
STD01599,19,4.8,52.79,50.56,73.08,20,3.55,15,0.56,0.23,0
STD01600,22,6.66,56.46,83.0,46.67,10,8.06,12,0.79,0.38,0
STD01601,21,6.7,52.89,82.36,82.78,2,13.86,17,0.6,0.63,0
STD01602,21,9.75,92.25,54.05,47.26,4,9.77,11,0.68,0.42,0
STD01603,21,6.59,52.95,56.18,42.38,18,3.01,0,0.44,0.12,0
STD01604,17,7.3,63.58,79.29,70.53,19,10.4,14,0.36,0.19,0
STD01605,17,7.2,55.19,63.41,81.1,4,6.69,2,0.63,0.36,0
STD01606,19,7.82,64.77,51.67,38.25,20,9.08,5,0.55,0.69,0
STD01607,20,8.49,54.53,83.9,39.51,9,11.14,13,0.51,0.19,0
STD01608,21,5.35,83.4,49.25,87.17,16,7.97,5,0.74,0.6,0
STD01609,18,7.17,56.67,91.34,87.59,6,12.3,0,0.75,0.21,0
STD01610,24,8.96,92.59,70.88,50.94,4,10.97,19,0.24,0.29,0
STD01611,18,6.78,90.86,46.34,74.99,9,9.42,5,0.47,0.25,0
STD01612,25,5.67,50.68,81.64,63.81,13,2.69,7,0.53,0.16,0
STD01613,18,7.93,94.79,71.15,76.13,9,12.62,14,0.28,0.7,0
STD01614,25,8.94,51.45,57.88,91.09,6,14.07,13,0.39,0.52,0
STD01615,23,4.38,61.98,65.35,40.19,21,2.49,15,0.24,0.85,1
STD01616,24,8.66,51.62,57.9,85.57,19,7.58,19,1.0,0.19,0
STD01617,18,8.93,66.79,55.78,67.05,14,4.25,15,0.79,0.23,0
STD01618,23,6.77,75.69,49.82,71.67,21,11.44,18,0.27,0.38,0
STD01619,22,9.9,89.83,61.77,77.51,15,10.96,0,0.22,0.79,0
STD01620,20,8.72,66.9,55.06,94.97,3,2.54,3,0.78,0.38,0
STD01621,23,8.64,85.27,81.01,38.69,5,13.22,9,0.55,0.47,0
STD01622,20,8.49,59.38,81.03,36.92,21,3.12,19,0.83,0.37,0
STD01623,18,4.9,87.53,70.11,46.59,18,12.06,17,0.94,0.17,0
STD01624,23,5.3,61.8,86.68,99.12,14,7.13,1,0.68,0.95,0
STD01625,24,6.78,57.18,90.48,81.48,16,5.26,3,0.35,0.59,0
STD01626,18,5.58,59.27,74.79,74.95,14,2.79,14,0.83,0.81,0
STD01627,21,6.49,59.1,77.14,38.06,9,2.93,3,0.96,0.69,0
STD01628,17,9.33,75.64,56.97,92.14,15,10.1,15,0.66,0.56,0
STD01629,23,8.95,92.24,93.69,87.83,7,8.48,14,0.75,0.18,0
STD01630,24,7.78,53.98,41.45,78.21,14,2.27,17,0.47,0.68,0
STD01631,22,9.15,85.35,60.92,57.04,6,2.13,6,0.51,0.24,0
STD01632,21,8.7,82.72,83.31,39.58,21,1.55,14,0.79,0.47,0
STD01633,22,6.57,93.63,44.81,72.7,15,11.28,10,0.94,0.67,0
STD01634,18,5.21,62.21,50.99,81.78,20,10.82,18,0.7,0.8,0
STD01635,17,7.09,72.51,75.36,41.13,8,1.35,7,0.83,0.72,0
STD01636,23,8.42,96.29,73.6,76.19,2,8.62,0,0.34,0.7,0
STD01637,23,6.62,83.0,84.34,53.61,8,1.73,2,0.37,0.23,0
STD01638,18,8.0,69.44,88.76,84.68,1,13.6,4,0.63,0.41,0
STD01639,18,4.57,56.57,47.71,70.08,17,13.65,17,0.34,0.14,1
STD01640,17,8.49,63.12,41.1,43.39,19,10.62,11,0.71,0.75,0
STD01641,24,8.88,79.06,81.38,69.22,5,13.93,11,0.43,0.96,0
STD01642,24,8.24,85.91,58.08,60.72,22,12.27,18,0.83,0.34,0
STD01643,17,9.8,56.22,77.56,46.72,20,12.51,8,0.85,0.18,0
STD01644,24,8.96,79.98,49.03,89.7,16,8.76,10,0.57,0.53,0
STD01645,25,9.42,77.52,68.14,35.72,7,4.94,16,0.34,0.87,0
STD01646,20,9.6,75.7,70.27,55.29,7,3.66,15,0.72,0.6,0
STD01647,17,8.81,84.51,75.1,35.82,18,5.24,3,0.99,0.14,0
STD01648,17,8.05,91.87,70.79,41.24,18,9.61,9,0.7,0.98,0
STD01649,19,4.03,66.15,69.74,54.31,2,3.0,14,0.23,0.85,1
STD01650,21,6.79,94.45,59.96,38.53,15,4.25,18,0.21,0.22,0
STD01651,21,7.43,58.03,44.27,73.78,14,7.29,2,0.46,0.93,0
STD01652,25,5.82,58.65,45.37,40.65,18,3.88,4,0.36,0.51,1
STD01653,18,5.91,63.34,66.03,80.61,9,9.04,10,0.85,0.43,0
STD01654,18,9.77,55.98,61.35,38.42,14,13.89,4,0.88,0.51,0
STD01655,22,9.35,61.52,70.97,38.86,5,11.35,6,0.41,0.85,0
STD01656,25,9.1,55.32,58.29,54.85,11,10.16,5,0.46,0.69,0
STD01657,17,6.44,91.09,81.27,93.28,8,8.95,12,0.39,0.15,0
STD01658,25,4.08,56.95,91.84,76.69,5,7.58,1,0.93,0.96,0
STD01659,25,4.48,87.36,57.93,85.06,11,3.21,18,0.6,0.23,0
STD01660,25,5.87,52.4,51.58,44.2,5,13.47,10,0.72,0.77,0
STD01661,21,4.09,97.43,46.97,89.22,17,4.1,19,0.53,0.67,0
STD01662,25,4.1,85.56,76.98,35.53,22,1.82,4,0.7,0.27,0
STD01663,20,9.5,50.34,66.63,48.85,4,11.38,8,0.51,0.25,0
STD01664,18,8.24,88.19,51.28,75.05,15,3.05,5,0.47,0.88,0
STD01665,22,5.85,75.7,79.19,59.39,19,5.89,16,0.71,0.48,0
STD01666,20,4.8,88.97,48.91,98.97,22,0.91,18,0.67,0.69,0
STD01667,22,7.07,76.12,73.26,36.97,2,2.49,7,0.43,0.55,0
STD01668,19,4.03,82.05,71.63,99.91,24,3.01,6,0.32,0.75,0
STD01669,22,9.63,89.32,84.05,75.54,17,1.29,4,0.49,0.53,0
STD01670,18,6.49,70.26,43.31,71.32,12,10.02,14,0.53,0.36,0
STD01671,18,6.41,50.14,93.27,38.87,24,12.64,9,0.7,0.43,0
STD01672,25,6.34,92.5,82.18,52.77,17,5.91,15,0.93,0.87,0
STD01673,23,4.42,69.04,52.97,95.1,10,13.18,8,0.23,0.52,1
STD01674,19,7.83,74.8,51.0,58.03,18,3.59,6,0.39,0.29,0
STD01675,17,8.4,50.39,65.9,78.01,19,5.22,10,0.35,0.94,0
STD01676,24,8.06,74.6,89.05,99.97,18,2.69,8,0.6,0.82,0
STD01677,22,4.83,99.32,90.58,52.1,13,9.5,16,0.54,0.15,0
STD01678,23,7.47,63.91,71.23,72.45,14,6.59,8,0.78,1.0,0
STD01679,25,7.42,69.77,91.65,80.27,24,9.39,2,0.39,0.73,0
STD01680,21,9.21,84.36,40.33,45.7,16,11.54,7,0.68,0.24,0
STD01681,17,6.27,90.74,42.11,44.66,18,8.41,18,0.91,0.31,0
STD01682,23,6.23,70.87,94.71,64.66,18,9.6,19,0.93,0.72,0
STD01683,21,7.71,65.48,86.52,60.08,16,14.06,15,0.97,0.8,0
STD01684,19,7.8,96.89,67.04,81.42,17,4.84,6,0.82,0.32,0
STD01685,25,6.82,83.86,85.22,39.52,7,5.71,6,0.92,0.33,0
STD01686,17,6.66,55.95,97.34,98.19,12,10.91,19,0.39,0.38,0
STD01687,17,6.96,53.45,86.33,35.93,2,9.36,12,0.36,0.64,0
STD01688,17,9.17,74.18,90.54,74.09,10,3.09,2,0.21,0.25,0
STD01689,19,6.77,61.0,85.64,71.57,5,5.95,11,0.77,0.19,0
STD01690,22,9.64,62.7,50.09,43.76,21,7.28,7,0.95,0.71,0
STD01691,19,7.02,93.88,90.01,44.81,3,6.58,12,0.35,0.8,0
STD01692,24,9.7,54.48,51.71,86.52,19,3.08,19,0.71,0.55,0
